text,Power_Failure,Battery_Charging,Display_Visual,Audio_Sound,Overheating_Thermal,Connectivity_Signal,Water_Liquid_Damage,Mechanical_Motor,Input_Controls,Software_Error,Data_Storage,Sensor_Accuracy
"The router dropped in water, and My router won't hold charge. I need this fixed.",0,1,0,0,0,0,1,0,0,0,0,0
My gaming console temperature sensor off.,0,0,0,0,0,0,0,0,0,0,0,1
My hard drive fan runs loud constantly after a recent update.,0,0,0,0,1,0,0,0,0,0,0,0
"Router power LED is on but device is dead, and My router stuck in bootloop. Please help.",1,0,0,0,0,0,0,0,0,1,0,0
"Fitness tracker shuts off randomly, and Fitness tracker has been SD card not recognized lately.",1,0,0,0,0,0,0,0,0,0,1,0
I noticed my TV won't spin.,0,0,0,0,0,0,0,1,0,0,0,0
"E-scooter has been audio cuts out lately, and The e-scooter battery indicator incorrect.",0,1,0,1,0,0,0,0,0,0,0,0
Phone screen ghost touches while charging.,0,0,1,0,0,0,0,0,0,0,0,0
Earbuds keys are sticky.,0,0,0,0,0,0,0,0,1,0,0,0
Router dead pixels after it fell.,0,0,1,0,0,0,0,0,0,0,0,0
I noticed my router app crashes.,0,0,0,0,0,0,0,0,0,1,0,0
My camera corroded port after spill while charging.,0,0,0,0,0,0,1,0,0,0,0,0
The vacuum GPS wrong location and it's getting worse every day.,0,0,0,0,0,0,0,0,0,0,0,1
Camera SD card not recognized.,0,0,0,0,0,0,0,0,0,0,1,0
Smartwatch has been double-press issue lately after it fell.,0,0,0,0,0,0,0,0,1,0,0,0
"The laptop overheats, and Laptop roller jammed.",0,0,0,0,1,0,0,1,0,0,0,0
"The router fails to start, and I noticed my router OS won't load.",1,0,0,0,0,0,0,0,0,1,0,0
The tablet distorted audio.,0,0,0,1,0,0,0,0,0,0,0,0
E-scooter screen is flickering.,0,0,1,0,0,0,0,0,0,0,0,0
The monitor overheats after a recent update.,0,0,0,0,1,0,0,0,0,0,0,0
Drone trackpad stops working.,0,0,0,0,0,0,0,0,1,0,0,0
Fitness tracker disk making clicking noises while charging.,0,0,0,0,0,0,0,0,0,0,1,0
"E-scooter shuts down due to heat, and My e-scooter screen ghost touches.",0,0,1,0,1,0,0,0,0,0,0,0
"The tablet no sound, and Tablet has been dead pixels lately. I need this fixed. Please help.",0,0,1,1,0,0,0,0,0,0,0,0
Washing machine has been motor not spinning lately since yesterday.,0,0,0,0,0,0,0,1,0,0,0,0
I noticed my monitor no lights but charger connected.,1,0,0,0,0,0,0,0,0,0,0,0
I noticed my gaming console files corrupted and I tried restarting. Please help.,0,0,0,0,0,0,0,0,0,0,1,0
Phone has been shuts down due to heat lately.,0,0,0,0,1,0,0,0,0,0,0,0
My camera fan runs loud constantly.,0,0,0,0,1,0,0,0,0,0,0,0
The vacuum no cellular signal.,0,0,0,0,0,1,0,0,0,0,0,0
My phone won't spin.,0,0,0,0,0,0,0,1,0,0,0,0
The TV can't find networks and it's getting worse every day.,0,0,0,0,0,1,0,0,0,0,0,0
Tv shuts off randomly.,1,0,0,0,0,0,0,0,0,0,0,0
"Washing machine has been fails to start lately, and Washing machine heart rate incorrect.",1,0,0,0,0,0,0,0,0,0,0,1
The tablet makes clicking noise since yesterday.,0,0,0,1,0,0,0,0,0,0,0,0
Earbuds has been fails to start lately.,1,0,0,0,0,0,0,0,0,0,0,0
The smartwatch battery swelled while charging.,0,1,0,0,0,0,0,0,0,0,0,0
I noticed my router screen is black after a recent update.,0,0,1,0,0,0,0,0,0,0,0,0
"My gaming console motor buzzing, and Gaming console has no power. Please help.",1,0,0,0,0,0,0,1,0,0,0,0
Vacuum has been thermal throttling during use lately.,0,0,0,0,1,0,0,0,0,0,0,0
Drone won't spin right after I plugged it in.,0,0,0,0,0,0,0,1,0,0,0,0
My TV can't find networks.,0,0,0,0,0,1,0,0,0,0,0,0
Tv data disappeared and I tried restarting.,0,0,0,0,0,0,0,0,0,0,1,0
My phone fails to charge while charging.,0,1,0,0,0,0,0,0,0,0,0,0
"My hard drive fails to start, and I noticed my hard drive motion sensor false triggers.",1,0,0,0,0,0,0,0,0,0,0,1
"I noticed my gaming console OS won't load, and Gaming console has been got wet and stopped working lately.",0,0,0,0,0,0,1,0,0,1,0,0
"My camera no sound, and I noticed my camera SD card not recognized.",0,0,0,1,0,0,0,0,0,0,1,0
Laptop screen is black.,0,0,1,0,0,0,0,0,0,0,0,0
"I noticed my printer battery drains quickly, and Printer has been no lights but charger connected lately.",1,1,0,0,0,0,0,0,0,0,0,0
I noticed my phone won't spin.,0,0,0,0,0,0,0,1,0,0,0,0
The laptop trackpad stops working.,0,0,0,0,0,0,0,0,1,0,0,0
E-scooter has been audio cuts out lately after it fell.,0,0,0,1,0,0,0,0,0,0,0,0
Vacuum has been battery swelled lately right after I plugged it in.,0,1,0,0,0,0,0,0,0,0,0,0
"Smartwatch trackpad stops working, and Smartwatch has been temperature sensor off lately.",0,0,0,0,0,0,0,0,1,0,0,1
The smartwatch makes clicking noise.,0,0,0,1,0,0,0,0,0,0,0,0
Router has been speaker muffled after water lately.,0,0,0,0,0,0,1,0,0,0,0,0
The washing machine speaker muffled after water after it fell.,0,0,0,0,0,0,1,0,0,0,0,0
"I noticed my tablet battery died in minutes, and My tablet SD card not recognized.",0,1,0,0,0,0,0,0,0,0,1,0
"I noticed my phone won't spin, and My phone device smokes.",0,0,0,0,1,0,0,1,0,0,0,0
"My router loud grinding noise, and Router mechanical grinding noise. I need this fixed.",0,0,0,1,0,0,0,1,0,0,0,0
Monitor has been loses signal lately.,0,0,0,0,0,1,0,0,0,0,0,0
"My smartwatch heart rate incorrect, and I noticed my smartwatch thermal throttling during use.",0,0,0,0,1,0,0,0,0,0,0,1
The phone liquid damage while charging.,0,0,0,0,0,0,1,0,0,0,0,0
My printer touch input fails since yesterday.,0,0,0,0,0,0,0,0,1,0,0,0
My e-scooter has no power since yesterday.,1,0,0,0,0,0,0,0,0,0,0,0
My vacuum dropped in water and it's getting worse every day.,0,0,0,0,0,0,1,0,0,0,0,0
Smartwatch hard drive not detected.,0,0,0,0,0,0,0,0,0,0,1,0
I noticed my TV dropped in water.,0,0,0,0,0,0,1,0,0,0,0,0
"Hard drive has been shuts off randomly lately, and Hard drive software freezes. I need this fixed.",1,0,0,0,0,0,0,0,0,1,0,0
Drone image is blurry after a recent update.,0,0,1,0,0,0,0,0,0,0,0,0
Monitor has been speaker muffled after water lately.,0,0,0,0,0,0,1,0,0,0,0,0
I noticed my drone motion sensor false triggers.,0,0,0,0,0,0,0,0,0,0,0,1
I noticed my speaker display has color tint and I tried restarting.,0,0,1,0,0,0,0,0,0,0,0,0
My vacuum overheats.,0,0,0,0,1,0,0,0,0,0,0,0
